id,budget_id,date,amount,payee_name,category_id,category_name,account_name,memo,approved,cleared,transfer_account_id,transfer_account_name,debt_transaction_type,is_split,parent_transaction_id
bcbe9532-5622-4055-a938-e34fcf054426,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-13,-11.37,Roasted Bliss,d4673e6d-97e5-478e-9098-d7825642274f,Coffee Shops,Rewards Visa,,1,cleared,,,,0,
354684fe-d379-46ba-8d33-bb07c3449f4e,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-13,-74.78,TechMart Electronics,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
1a4edf8b-3497-4289-b052-ec82c1e8f286,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-13,-37.84,Classic Outfitters,d9f19040-eab9-4326-8deb-aa0f1bd649eb,Clothing,Rewards Visa,,1,cleared,,,,0,
a8242c87-d52e-446f-bd10-5b4dfbe9a9e4,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-13,-46.22,Yoga Studio,ca4b0759-d855-4f21-8499-42025bab4419,Fitness,Rewards Visa,,1,cleared,,,,0,
0adb82b8-d91c-45d8-a75d-d184188b4615,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-83.96,Amazon Marketplace,,Split,Rewards Visa,,1,cleared,,,,1,
bfb57bc6-7e76-4d26-a28c-709248775462,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-24.99,Amazon Marketplace,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,Throw Blanket Fleece,1,cleared,,,,0,0adb82b8-d91c-45d8-a75d-d184188b4615
c7e21824-12ba-452a-a511-9a848920a615,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-9.99,Amazon Marketplace,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,Wall Hooks 4-Pack,1,cleared,,,,0,0adb82b8-d91c-45d8-a75d-d184188b4615
f7decfec-a3c3-47a0-a39c-da25b575462c,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-18.99,Amazon Marketplace,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,Storage Containers 10-Pack,1,cleared,,,,0,0adb82b8-d91c-45d8-a75d-d184188b4615
4f335ffd-de2f-4242-bf76-d687c0bc19e7,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-29.99,Amazon Marketplace,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,Dish Drying Rack,1,cleared,,,,0,0adb82b8-d91c-45d8-a75d-d184188b4615
ce10bf0a-0ea8-4a9a-9234-6e4d724891c2,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-66.97,AMZN Mktp,,Split,Rewards Visa,,1,cleared,,,,1,
df79879c-617e-424e-bc3e-1273b9eb63dd,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-14.99,AMZN Mktp,d97766af-77f1-4468-adfc-df962d27e024,Healthcare,Rewards Visa,Sunscreen SPF 50,1,cleared,,,,0,ce10bf0a-0ea8-4a9a-9234-6e4d724891c2
bc78796a-f6ca-431b-84f3-5156a2cc8f88,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-34.99,AMZN Mktp,d97766af-77f1-4468-adfc-df962d27e024,Healthcare,Rewards Visa,Electric Toothbrush,1,cleared,,,,0,ce10bf0a-0ea8-4a9a-9234-6e4d724891c2
dbd2becb-5ce4-4208-a6fc-0658ee72d0ed,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-16.99,AMZN Mktp,c7826ef0-d98c-4bd1-8608-d3b91e038b30,Baby & Kids,Rewards Visa,Baby Bath Toys Set,1,cleared,,,,0,ce10bf0a-0ea8-4a9a-9234-6e4d724891c2
96f0f2e0-3400-4d62-8732-02c81f78dc80,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-14.19,MusicBox Premium,36b782be-b33c-4ae9-9116-b3a794e430f1,Subscriptions,Rewards Visa,,1,cleared,,,,0,
3aef426f-5048-4a5b-afa5-ecac088c155a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-77.33,Valley Pharmacy,d97766af-77f1-4468-adfc-df962d27e024,Healthcare,Rewards Visa,,1,cleared,,,,0,
95423927-aa3c-4a0f-a0ae-5e5277789d4e,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-110.91,Metro Power Co,603b716e-440b-47fc-99ad-5995588b6c71,Electricity,Rewards Visa,,1,cleared,,,,0,
1fec2713-1479-49fe-8286-f58667f26939,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-12,-60.86,Sunshine Foods,19a59c78-334b-4401-8019-5e12b9e917d6,Groceries,Rewards Visa,,1,cleared,,,,0,
5e87733e-ef4c-4b35-83e8-ea281b6e64ff,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-11,-49.76,Gadget Galaxy,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
33b57504-ceb7-4f95-bd32-9c30f4d8f371,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-11,-169.06,City Water District,af8c6329-3e75-4d42-8497-3eefb30da322,Water/Sewer,Rewards Visa,,1,cleared,,,,0,
938206bf-0797-4f1a-86ef-251f4ec16482,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-11,-92.57,Metro Power Co,603b716e-440b-47fc-99ad-5995588b6c71,Electricity,Rewards Visa,,1,cleared,,,,0,
812e29b5-359c-4210-9718-44c169c0e46f,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-11,-83.66,TechMart Electronics,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
400665a4-cea0-470f-af31-cb204a340cf4,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-11,-83.7,FastNet Internet,50e0e035-d713-4a6d-be1f-e853184fe2df,Internet,Rewards Visa,,1,cleared,,,,0,
ca238a56-6cbe-40df-810c-1298026843f0,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-10,-10.45,StreamFlix,36b782be-b33c-4ae9-9116-b3a794e430f1,Subscriptions,Rewards Visa,,1,cleared,,,,0,
4128c16c-2002-420b-a802-43b2d7523e61,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-10,-50.99,AutoCare Service Center,93546e19-f488-43df-9bfb-1879d71e7208,Car Maintenance,Rewards Visa,,1,cleared,,,,0,
e981a4b3-6b65-40b1-b91c-9bea9a0e8d4a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-10,-124.16,City Water District,af8c6329-3e75-4d42-8497-3eefb30da322,Water/Sewer,Rewards Visa,,1,cleared,,,,0,
705f60d0-1826-41f4-a527-ba1bdf2c737e,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-09,-38.98,Amazon,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
098e740a-1515-4479-84dd-1f68c61079cd,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-09,-18.92,StreamFlix,36b782be-b33c-4ae9-9116-b3a794e430f1,Subscriptions,Rewards Visa,,1,cleared,,,,0,
059ec9f0-d24b-407e-a8d3-c138b05e0ff1,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-09,-38.75,Speedy Fuel,0f0823c2-1186-461d-a46e-1d41ad869106,Gas,Rewards Visa,,1,cleared,,,,0,
b2d9e271-6a72-437f-88da-3a2627fa9bac,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-09,-14.52,Kids Corner,c7826ef0-d98c-4bd1-8608-d3b91e038b30,Baby & Kids,Rewards Visa,,1,cleared,,,,0,
96810491-48c1-4f77-97b2-1c9c7aac64d4,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-08,-35.33,Speedy Fuel,0f0823c2-1186-461d-a46e-1d41ad869106,Gas,Rewards Visa,,1,cleared,,,,0,
7aba62c5-9349-4c36-857a-7e091f97ee00,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-08,-57.8,Concert Hall,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
d43c6130-b44c-4edb-8991-87553698dafb,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-08,-65.14,Gadget Galaxy,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
f675e513-d7b1-4503-9488-5ff8f5e631d5,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-07,-53.96,Amazon Prime,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
a402657c-da84-4b7e-97fc-d4552ce3d4ba,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-07,-76.93,Cinema World,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
24ac5d83-9c17-4e83-ac07-58fb9fa62334,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-07,-33.33,Quick Lube Express,93546e19-f488-43df-9bfb-1879d71e7208,Car Maintenance,Rewards Visa,,1,cleared,,,,0,
287cbd34-edc6-4085-b9b6-598886d3fd32,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-07,-164.87,FastNet Internet,50e0e035-d713-4a6d-be1f-e853184fe2df,Internet,Rewards Visa,,1,cleared,,,,0,
26915ec7-6f08-4b02-ab99-73b94ac7300b,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-07,-66.41,Kids Corner,c7826ef0-d98c-4bd1-8608-d3b91e038b30,Baby & Kids,Rewards Visa,,1,cleared,,,,0,
667a7a95-765c-463b-8a8b-0f0a07841ffa,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-07,-61.62,MobileFirst Wireless,6cf93a84-c585-4d7e-b60a-e50c3fea7f61,Phone,Rewards Visa,,1,cleared,,,,0,
a3c358a9-f40f-4b64-9f39-41fa83e3afc5,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-06,-100.38,FastNet Internet,50e0e035-d713-4a6d-be1f-e853184fe2df,Internet,Rewards Visa,,1,cleared,,,,0,
ad1b6d60-13ee-4621-a05e-be01e6c73d46,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-06,-5.21,Bean There Coffee,d4673e6d-97e5-478e-9098-d7825642274f,Coffee Shops,Rewards Visa,,1,cleared,,,,0,
b8aa48d5-db3c-41cc-914e-10ca613912a9,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-06,-23.75,Valley Pharmacy,d97766af-77f1-4468-adfc-df962d27e024,Healthcare,Rewards Visa,,1,cleared,,,,0,
471c496f-0c65-4724-aede-7469adfbd60f,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-06,-112.23,City Water District,af8c6329-3e75-4d42-8497-3eefb30da322,Water/Sewer,Rewards Visa,,1,cleared,,,,0,
c99b8625-e343-4418-867e-934e81afb001,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-05,-15.6,Game Zone,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
fa039252-befd-4bd0-9498-580f352cdf4b,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-05,-91.44,Yoga Studio,ca4b0759-d855-4f21-8499-42025bab4419,Fitness,Rewards Visa,,1,cleared,,,,0,
4fd54191-4f9b-4be9-b3f6-7d2c60080499,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-05,-84.62,Corner Mart,19a59c78-334b-4401-8019-5e12b9e917d6,Groceries,Rewards Visa,,1,cleared,,,,0,
1778f663-ff8b-491b-bfa5-5396fc9210b5,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-05,-77.81,Comfort Living,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,,1,cleared,,,,0,
32ab4e76-3bc9-4e3b-a88e-f032c7219d0a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-05,-770.09,Transfer : Rewards Visa,,Uncategorized,Main Checking,,1,cleared,ccddb669-3b7a-4665-ad26-652110322321,Rewards Visa,,0,
584030a9-9a3b-46b6-881c-0f521310444c,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-05,770.09,Transfer : Main Checking,,Uncategorized,Rewards Visa,,1,cleared,efdfffd0-fbc6-4fdd-bbc9-0aa37b1f0086,Main Checking,,0,
93c8f414-467f-4826-a8f0-07a36dc9c888,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-04,-69.97,Amazon Prime,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
f2669b99-fbe5-4563-be67-b2021af5e2dc,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-04,-82.91,FastNet Internet,50e0e035-d713-4a6d-be1f-e853184fe2df,Internet,Rewards Visa,,1,cleared,,,,0,
d9021863-ddd3-4810-b19f-ec15dd4400a5,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-04,-12.61,Yoga Studio,ca4b0759-d855-4f21-8499-42025bab4419,Fitness,Rewards Visa,,1,cleared,,,,0,
6a7f8958-80f4-43e8-bca1-947a1bfe49e7,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-04,-75.18,Gadget Galaxy,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
3f4534e8-32b1-4794-a49e-7d46b590095c,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-04,-98.26,Cinema World,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
5858acdc-5094-4003-b22c-de5f156f7ca6,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-04,-98.99,Corner Mart,19a59c78-334b-4401-8019-5e12b9e917d6,Groceries,Rewards Visa,,1,cleared,,,,0,
2b75bb30-f0f3-4287-9051-79077ee15fbb,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-03,-7.43,Roasted Bliss,d4673e6d-97e5-478e-9098-d7825642274f,Coffee Shops,Rewards Visa,,1,cleared,,,,0,
2b9380f3-e051-488a-b973-788d01b199b0,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-03,-14.53,Cinema World,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
35998b2e-8508-41ed-bf92-88c9f263e1dd,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-02,-50.92,TechMart Electronics,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
b821fbba-4020-4347-9044-0cc047b69b0a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-02,-35.04,Gadget Galaxy,9a9f9e4f-30c3-448a-a847-92526ec6db95,Electronics,Rewards Visa,,1,cleared,,,,0,
996b81b8-fc2b-4e66-9d52-288997f8969e,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-02,-85.14,Yoga Studio,ca4b0759-d855-4f21-8499-42025bab4419,Fitness,Rewards Visa,,1,cleared,,,,0,
34f765dc-f111-41a7-bf21-7ae518746202,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-02,-77.41,AutoCare Service Center,93546e19-f488-43df-9bfb-1879d71e7208,Car Maintenance,Rewards Visa,,1,cleared,,,,0,
9b2c34d2-62e2-454d-b03d-684602f8b85b,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-02,-29.57,Pizza Palace,42bb8ceb-37f0-4cc0-b28e-d967578503fc,Dining Out,Rewards Visa,,1,cleared,,,,0,
7a1b9e91-8adb-4619-a765-c45cec8c89a5,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-02,-66.41,QuickCare Clinic,d97766af-77f1-4468-adfc-df962d27e024,Healthcare,Rewards Visa,,0,cleared,,,,0,
b7dd4124-f070-44d8-9a78-2897820f5de7,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-01,-76.72,Golden Dragon Restaurant,42bb8ceb-37f0-4cc0-b28e-d967578503fc,Dining Out,Rewards Visa,,1,cleared,,,,0,
53cc5ff6-b5f6-4a04-a488-795d9122c120,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-01,-143.2,City Water District,af8c6329-3e75-4d42-8497-3eefb30da322,Water/Sewer,Rewards Visa,,1,cleared,,,,0,
7946911e-b74b-4bf0-bb39-ead1077f062a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-12-01,4797.82,Employer Direct Deposit,39d68c8a-3411-4f92-ae06-ab91a308bc67,Inflow: Ready to Assign,Main Checking,,1,cleared,,,,0,
39c4b0f2-6e7b-4a39-88e4-405e5c529029,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,-44.97,Amazon Marketplace,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
fd9e8bac-4c36-4ae7-ac79-a826b775449d,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,-28.98,Amazon Marketplace,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
b09b4169-8700-4331-a2de-7c1f346ad0a7,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,-16.68,NewsDaily Plus,36b782be-b33c-4ae9-9116-b3a794e430f1,Subscriptions,Rewards Visa,,1,cleared,,,,0,
8826220b-32b2-440f-8c02-30467bd7beda,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,-154.92,City Water District,af8c6329-3e75-4d42-8497-3eefb30da322,Water/Sewer,Rewards Visa,,1,cleared,,,,0,
8f44e7e5-186b-4ed8-8159-20c2daa37cfd,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,-64.53,HomeStyle Decor,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,,1,cleared,,,,0,
b2de73ef-a67b-4002-a72d-c287995cce9d,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,-314.76,Transfer : Savings,beacd8ec-29f5-4a5a-93e9-c6c71036d6b3,Savings Transfer,Main Checking,,1,cleared,09bcca8d-e0e3-4c7d-a5df-cbdb47b261df,Savings,,0,
52e5e194-bb44-41a5-9298-c2b90133a835,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,314.76,Transfer : Main Checking,,Uncategorized,Savings,,1,cleared,efdfffd0-fbc6-4fdd-bbc9-0aa37b1f0086,Main Checking,,0,
ece4c42f-a4bd-43a8-9a69-1c33af0c1436,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-30,1094.76,Reconciliation Balance Adjustment,,Uncategorized,Investment Account,Entered automatically by YNAB,1,reconciled,,,,0,
90fdf8c3-25f5-40ff-b5cd-dbf97563211f,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-29,-57.98,Amazon Prime,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
2291c096-f7ab-488f-85ab-0d34d163594f,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-29,-66.21,Metro Power Co,603b716e-440b-47fc-99ad-5995588b6c71,Electricity,Rewards Visa,,1,cleared,,,,0,
e5a9873b-00b7-4453-bc72-2907b36e8632,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-29,-96.97,Sunshine Foods,19a59c78-334b-4401-8019-5e12b9e917d6,Groceries,Rewards Visa,,1,cleared,,,,0,
8bf59b51-373a-4f94-800e-dfa08bd0719c,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-28,-27.85,Valley Pharmacy,d97766af-77f1-4468-adfc-df962d27e024,Healthcare,Rewards Visa,,1,cleared,,,,0,
77b7abbd-5b22-43dd-aed8-66fed6b19794,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-28,-154.58,FastNet Internet,50e0e035-d713-4a6d-be1f-e853184fe2df,Internet,Rewards Visa,,1,cleared,,,,0,
dd69ade0-c162-4301-86e4-cf3d160960fa,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-28,-64.04,Classic Outfitters,d9f19040-eab9-4326-8deb-aa0f1bd649eb,Clothing,Rewards Visa,,1,cleared,,,,0,
5a4103ee-e573-4c8c-908b-98a739c68cb3,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-28,-61.31,Highway Gas Station,0f0823c2-1186-461d-a46e-1d41ad869106,Gas,Rewards Visa,,1,cleared,,,,0,
b97873c5-48b8-4430-aa73-202d6a25d75a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-28,-69.54,Comfort Living,951382ad-29ea-45c0-8de2-3b05bae9f1b2,Home Goods,Rewards Visa,,1,cleared,,,,0,
bb22dd7f-1a25-4271-a6a3-31961604d047,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-27,-11.14,Kids Corner,c7826ef0-d98c-4bd1-8608-d3b91e038b30,Baby & Kids,Rewards Visa,,1,cleared,,,,0,
9df38c86-f41c-476c-a461-116d826f4b6f,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-27,-19.5,Yoga Studio,ca4b0759-d855-4f21-8499-42025bab4419,Fitness,Rewards Visa,,1,cleared,,,,0,
c8fe41a1-816d-4da2-a8ac-56a9418df782,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-26,-23.77,Concert Hall,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
a9033571-7546-46a0-84a8-1e3010c6b5f6,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-26,-142.39,Metro Power Co,603b716e-440b-47fc-99ad-5995588b6c71,Electricity,Rewards Visa,,1,cleared,,,,0,
b292275a-37e3-4098-8790-d4c8fc2156eb,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-26,-49.2,Quick Lube Express,93546e19-f488-43df-9bfb-1879d71e7208,Car Maintenance,Rewards Visa,,1,cleared,,,,0,
1e638169-fec9-4a77-9ed7-5ee5e385755a,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-26,-177.76,MobileFirst Wireless,6cf93a84-c585-4d7e-b60a-e50c3fea7f61,Phone,Rewards Visa,,1,cleared,,,,0,
74533569-c4c5-4fc8-8be5-8a36d4e0c5fe,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-26,-88.27,Kids Corner,c7826ef0-d98c-4bd1-8608-d3b91e038b30,Baby & Kids,Rewards Visa,,0,cleared,,,,0,
0fb9d1f9-7226-46d6-ac55-e354e1a0e61e,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-25,-96.96,Amazon Marketplace,,Uncategorized,Rewards Visa,,0,cleared,,,,0,
4a985138-1f52-478b-b783-7bfda090351d,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-25,-86.58,MobileFirst Wireless,6cf93a84-c585-4d7e-b60a-e50c3fea7f61,Phone,Rewards Visa,,1,cleared,,,,0,
79372903-eda8-40f1-8052-92a52c6a46bb,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,2025-11-25,-64.93,Concert Hall,ce39dc32-7f4e-4a4f-9328-68c9f697f6d2,Entertainment,Rewards Visa,,1,cleared,,,,0,
